iter	RMSE
0	0.370152114
1	0.3633201818
2	0.3564667431
3	0.3499414914
4	0.3434316779
5	0.3372261178
6	0.3310076633
7	0.3248812574
8	0.3187905806
9	0.3129400457
10	0.3072893034
11	0.3015724255
12	0.2960567352
13	0.2906903911
14	0.2854873229
15	0.2801095383
16	0.2749392852
17	0.269972153
18	0.2650177403
19	0.2600660071
20	0.2551895867
21	0.2504485493
22	0.2457888468
23	0.2412286866
24	0.2368191395
25	0.2325567521
26	0.2283521573
27	0.2241735622
28	0.2201239067
29	0.2160601492
30	0.2122047055
31	0.2083024351
32	0.2046099841
33	0.2008270472
34	0.1970840273
35	0.1934658444
36	0.1899367946
37	0.1865277079
38	0.1830918712
39	0.1798166793
40	0.1765198695
41	0.1733282402
42	0.1701397671
43	0.1670590074
44	0.1639753731
45	0.1610655969
46	0.1582064227
47	0.1553683345
48	0.1527113107
49	0.1499706263
50	0.1473637718
51	0.1446990741
52	0.1421404923
53	0.1396056549
54	0.1370862463
55	0.1346669314
56	0.1322311332
57	0.1298497683
58	0.1275294902
59	0.1252222171
60	0.1230079085
61	0.1208920764
62	0.1187034461
63	0.1165969461
64	0.1145722372
65	0.1125458454
66	0.1105448912
67	0.1086064067
68	0.1067388145
69	0.1048815045
70	0.1030657776
71	0.1012450224
72	0.09946306582
73	0.09777165201
74	0.09605476805
75	0.09438937569
76	0.09276121082
77	0.09117110671
78	0.08962148603
79	0.08808487373
80	0.08656732018
81	0.08512136933
82	0.08368763327
83	0.0822622931
84	0.08088822959
85	0.07954345345
86	0.07821365771
87	0.07687931509
88	0.07560944601
89	0.07439183131
90	0.0731518091
91	0.07194970046
92	0.07075784156
93	0.06960494513
94	0.06846351092
95	0.06733922797
96	0.06625724888
97	0.0652139687
98	0.06419389151
99	0.06320914093
100	0.06221627732
101	0.06122550534
102	0.0602791938
103	0.05934087707
104	0.05843052697
105	0.05751819306
106	0.05663382578
107	0.05576302488
108	0.05491733775
109	0.05408908565
110	0.05329093992
111	0.05250518219
112	0.05172758556
113	0.05096903176
114	0.05024036177
115	0.0495211693
116	0.04880968208
117	0.0481141085
118	0.04746243605
119	0.04679951474
120	0.04613972258
121	0.04552493615
122	0.04489262579
123	0.04428852769
124	0.04368434893
125	0.04310172065
126	0.04253543107
127	0.04197142542
128	0.04143181266
129	0.04090398971
130	0.04037934316
131	0.03988533411
132	0.03940623177
133	0.03893466955
134	0.03846803824
135	0.03798969801
136	0.03754044607
137	0.03710568681
138	0.03666418438
139	0.03624570358
140	0.03583478451
141	0.03541984009
142	0.03503218757
143	0.03465252761
144	0.0342864354
145	0.03392781541
146	0.03356788584
147	0.03322791931
148	0.03288689506
149	0.03256159272
150	0.03223544143
151	0.03191225225
152	0.03159957535
153	0.03129613314
154	0.03099518453
155	0.03071229767
156	0.03043594845
157	0.03015904176
158	0.02988767284
159	0.02962297492
160	0.02937173357
161	0.02911383161
162	0.02887346402
163	0.02862778798
164	0.02839036682
165	0.02816521054
166	0.02793378516
167	0.0277215807
168	0.02749778307
169	0.02728333463
170	0.02707996821
171	0.0268770234
172	0.02667947886
173	0.02649692758
174	0.02631228316
175	0.02612857893
176	0.0259558598
177	0.0257815488
178	0.02561038098
179	0.02544933328
180	0.0252970848
181	0.02514542059
182	0.02499528174
183	0.02484259174
184	0.02468985496
185	0.02454736701
186	0.02441081744
187	0.02427136257
188	0.0241374179
189	0.02401056608
190	0.02387786192
191	0.02375764638
192	0.02363292843
193	0.02351637962
194	0.02338904388
195	0.02327930999
196	0.0231671382
197	0.02305966337
198	0.02295482599
199	0.02285084716
200	0.02274890949
201	0.02265041154
202	0.02255572175
203	0.02246222419
204	0.02236561137
205	0.02227565124
206	0.02219101171
207	0.02210243277
208	0.02201467431
209	0.02192675706
210	0.02185151876
211	0.02177422902
212	0.02169940121
213	0.02162688617
214	0.02155589939
215	0.02146067509
216	0.02138574804
217	0.02132110637
218	0.02125359743
219	0.02119317182
220	0.02111703976
221	0.02105431306
222	0.02099156126
223	0.02092670883
224	0.02087335405
225	0.02080516604
226	0.02074998153
227	0.02069181621
228	0.02063472278
229	0.02058344722
230	0.02052725955
231	0.02046618064
232	0.02041784477
233	0.02037411033
234	0.02032971125
235	0.02027288716
236	0.02022483537
237	0.02018239392
238	0.02013560564
239	0.02009483921
240	0.0200532753
241	0.02000814199
242	0.01996322356
243	0.01992286586
244	0.0198789339
245	0.01984014941
246	0.01980810691
247	0.01976683856
248	0.01973229154
249	0.01970048763
250	0.01964215171
251	0.01960263664
252	0.0195705352
253	0.01953733244
254	0.01950222943
255	0.01947162048
256	0.01944225478
257	0.01941065133
258	0.01938314359
259	0.01935246037
260	0.01931585372
261	0.01929003319
262	0.01926414195
263	0.01923136557
264	0.01920755922
265	0.01917984004
266	0.01915365222
267	0.01912723617
268	0.01910136259
269	0.01907603743
270	0.01905363391
271	0.0190292803
272	0.0190035017
273	0.01897823293
274	0.01895620485
275	0.0189346304
276	0.01890656549
277	0.0188831458
278	0.0188660327
279	0.01884582525
280	0.01882577694
281	0.01879964169
282	0.01877562431
283	0.01875936985
284	0.0187383431
285	0.0187163569
286	0.0186976707
287	0.01867508955
288	0.018645802
289	0.01862815164
290	0.0186015709
291	0.01858926191
292	0.01857386245
293	0.01855999274
294	0.01854508075
295	0.01854028583
296	0.01852375351
297	0.01850425108
298	0.01850002602
299	0.01848215583
300	0.01845916237
301	0.01845515462
302	0.0184402918
303	0.01842472323
304	0.01840429071
305	0.01839245103
306	0.01837689105
307	0.01836351005
308	0.01835947813
309	0.01834274065
310	0.0183262876
311	0.0183031931
312	0.01828554126
313	0.01827216577
314	0.01825633514
315	0.01824492188
316	0.01823283019
317	0.01822001916
318	0.01820067444
319	0.01818738818
320	0.01818412195
321	0.01817307168
322	0.01816317238
323	0.01811720626
324	0.01809639185
325	0.01807124979
326	0.01806837967
327	0.01805827253
328	0.01805501665
329	0.01804300889
330	0.01803897442
331	0.0180240083
332	0.01802101545
333	0.01797440118
334	0.01797144247
335	0.01796839919
336	0.01795776192
337	0.01794796556
338	0.01793826335
339	0.01793547089
340	0.01791972893
341	0.01790767124
342	0.01790497085
343	0.01789076169
344	0.01787653457
345	0.01787390223
346	0.01787142779
347	0.01786228954
348	0.01785981089
349	0.01785297409
350	0.01784384321
351	0.01783272413
352	0.01783018167
353	0.01782767585
354	0.0178252076
355	0.01782287259
356	0.01782044696
357	0.01780588648
358	0.01780356854
359	0.01779695003
360	0.01779470048
361	0.01778462284
362	0.01778242994
363	0.01778031093
364	0.01777817413
365	0.01776644147
366	0.01771676591
367	0.01771466481
368	0.01769841462
369	0.01768815761
370	0.01767721264
371	0.01766811552
372	0.01766611167
373	0.01765005552
374	0.01764824022
375	0.01763868955
376	0.01762310268
377	0.01761415073
378	0.01761225428
379	0.01758269195
380	0.01758087328
381	0.01757237425
382	0.01755854291
383	0.01755690242
384	0.01754783007
385	0.017540735
386	0.01753882417
387	0.0175304023
388	0.0175286597
389	0.01751338624
390	0.01750576831
391	0.01750406973
392	0.01749791724
393	0.01748530429
394	0.0174457819
395	0.01743859676
396	0.0174306786
397	0.01739255436
398	0.01738799156
399	0.01738615196
400	0.01737263351
401	0.01737128237
402	0.01736992818
403	0.01736845639
404	0.01736684735
405	0.01735146483
406	0.0173500969
407	0.01734645861
408	0.01734514007
409	0.01733694859
410	0.01733134097
411	0.01732622552
412	0.01732117831
413	0.01731401206
414	0.01731264653
415	0.01731138876
416	0.01730862355
417	0.01730029048
418	0.01729586147
419	0.01729241885
420	0.01729106351
421	0.01728998312
422	0.01728865453
423	0.01728736017
424	0.01728608025
425	0.01728119686
426	0.01727251642
427	0.01727155436
428	0.01726862848
